144,Roger Lowe,26,RB,16,14
145,Michael Peters,26,CDM,44,14
146,Marc Sutton,23,CM,47,14
147,Ryan Lopez,35,CAM,54,14
148,Charles Garza,25,LM,7,14
149,Billy Hines,33,RM,41,14
1410,Karl Berry,29,LW,9,14
1411,Patrick Chang,32,RW,61,14
1412,Scott Williams,18,ST,35,14
1413,Brandon Acosta,20,LB,49,14
1414,Mitchell Beck,28,CM,61,14
1415,Anthony Williams,35,CB,54,14
151,Richard Johnson,25,GK,66,15
152,William Jenkins,31,CB,83,15
153,David Myers,21,LB,61,15
154,James Sullivan,34,RB,67,15
155,Aaron Robinson,23,CDM,28,15
156,Austin Doyle,25,CM,5,15
157,Randall Adkins,23,CAM,77,15
158,Alan Fuller,32,LM,52,15
159,Francisco Brown,22,RM,3,15
1510,Christopher Foster,18,LW,51,15
1511,Kirk Roth,20,RW,86,15
1512,Eric Jones,22,ST,69,15
1513,Eric Moore,20,CM,59,15
1514,Joshua Gilbert,26,RM,51,15
1515,Alan Stewart,24,CB,26,15
161,Alex Reyes,23,GK,39,16
162,Alex Russell,23,CB,64,16
163,Matthew Burke,24,LB,10,16
164,Kevin Carr,33,RB,5,16
165,Timothy Wong,23,CDM,67,16
166,Alex Sanders,19,CM,86,16
167,Troy Perry,34,CAM,96,16
168,Gregg Miller,30,LM,7,16
169,Michael Murray,34,RM,39,16
1610,Steven English,33,LW,18,16
1611,Stephen Johnson,19,RW,89,16
1612,Matthew Jarvis,32,ST,28,16
1613,Gary Powell,21,RB,7,16
1614,William Brown,19,RW,60,16
1615,Ralph Cole,32,LW,9,16
171,Jonathan Patterson,29,GK,99,17
172,Robert Mccarthy,30,CB,36,17
173,Donald Hunt,19,LB,5,17
174,Hunter Bates,24,RB,70,17
175,Victor Dean,33,CDM,72,17
176,Brandon Martin,27,CM,91,17
177,Phillip Ramos,33,CAM,79,17
178,Shawn Allen,28,LM,13,17
179,Raymond Dominguez,28,RM,19,17
1710,Manuel Carlson,27,LW,72,17
1711,David Frazier,27,RW,87,17
1712,Michael Pacheco,18,ST,63,17
1713,William Guzman,24,RW,28,17
1714,Dr. Nicholas Walters,32,RB,69,17
1715,Lance Johnson,25,LB,63,17
181,Michael Davis,24,GK,83,18
182,Todd Yoder,28,CB,82,18
183,Clayton Cruz,30,LB,91,18
184,Benjamin Stewart,28,RB,18,18
185,James Hurley,34,CDM,84,18
186,Jason Stanley,26,CM,69,18
187,Michael Campbell,29,CAM,25,18
188,Mitchell Brown,19,LM,30,18
189,Jacob Ray,35,RM,21,18
1810,Jason James,30,LW,30,18
1811,Jason Hess,18,RW,89,18
1812,Dylan Crawford,22,ST,65,18
1813,Robert Kelly,31,RM,6,18
1814,William Gillespie,34,ST,36,18
1815,Ryan Hale,35,CAM,20,18
191,Cameron Evans,19,GK,86,19
192,Jonathan Harrison,25,CB,12,19
193,Timothy Gordon,34,LB,12,19
194,Charles Welch,23,RB,43,19
195,Bryan Bryan,25,CDM,12,19
196,Christopher Miller,24,CM,91,19
197,Brian Bowen,18,CAM,2,19
198,Eric Martin,28,LM,26,19
199,Joshua Garcia,31,RM,35,19
1910,George Bryant,29,LW,91,19
1911,Michael Neal,34,RW,62,19
1912,Daniel Roth,31,ST,58,19
1913,Timothy Zamora,23,ST,74,19
1914,William Dixon,31,RW,90,19
1915,Peter Rush,24,LM,11,19
201,Christopher Hughes,32,GK,64,20
202,Andrew Dixon,23,CB,12,20
203,Mark Franklin,19,LB,17,20
204,Ryan Lynch,33,RB,89,20
205,Ryan Solis,35,CDM,14,20
206,Scott Ramos Jr.,20,CM,56,20
207,Nicholas Sandoval,20,CAM,83,20
208,Frederick Pugh,20,LM,71,20
209,Andrew Marks,25,RM,4,20
2010,Dakota Rice,22,LW,69,20
2011,Edward Turner,19,RW,35,20
2012,Brian Smith,35,ST,88,20
2013,Zachary Contreras,31,LW,52,20
2014,Joshua Hughes,32,CM,32,20
2015,Robert Hooper,31,CB,35,20
211,Mr. Benjamin Russell,28,GK,20,21
212,Gregory Moore,25,CB,73,21
213,Eric Pitts,29,LB,47,21
214,Michael Thomas,34,RB,19,21
215,Kevin Chang,28,CDM,51,21
216,Kevin Munoz,25,CM,13,21
217,Paul Moran,31,CAM,59,21
218,Jason Castro,24,LM,55,21
219,John Long,33,RM,82,21
2110,John Rogers,34,LW,3,21
2111,Michael Butler,18,RW,77,21
2112,Joseph Smith,30,ST,32,21
2113,Shawn Soto,26,LM,1,21
2114,Tracy Mcdonald,32,RM,99,21
2115,Daniel Chambers,23,LM,97,21
221,Howard Harris,19,GK,26,22
222,Erik Murphy,33,CB,39,22
223,Lonnie Calhoun,19,LB,24,22
224,Reginald Newman,34,RB,26,22
225,Johnny Williams,32,CDM,66,22
226,Noah Stephens,35,CM,67,22
227,Zachary Barnes,26,CAM,73,22
228,Benjamin Adams,32,LM,33,22
229,Alexander Chang DVM,35,RM,18,22
2210,Eric Gomez,22,LW,16,22
2211,John Avila,35,RW,14,22
2212,Peter Robinson,28,ST,63,22
2213,Michael Henderson,29,CDM,30,22
2214,Thomas Johnson,25,GK,64,22
2215,Anthony Smith,27,LM,28,22
231,George Anderson,20,GK,78,23
232,Dennis Wells,31,CB,62,23
233,Donald Gonzalez,29,LB,62,23
234,Bob Wood,20,RB,77,23
235,Nathan Miller,29,CDM,98,23
236,Jeffrey Baker,35,CM,15,23
237,Craig Hall,20,CAM,53,23
238,Nicholas Carey,20,LM,85,23
239,Mark Ross,31,RM,13,23
2310,Gregory Allen,33,LW,54,23
2311,Michael Williams,35,RW,85,23
2312,Christian Morgan,27,ST,33,23
2313,Michael Allen,20,RB,81,23
2314,Lance Smith,20,RB,94,23
2315,David Snow,33,CAM,42,23
241,Andrew White,28,GK,48,24
242,Gordon Kirby,34,CB,79,24
243,William Crawford,27,LB,21,24
244,Mike Young,22,RB,7,24
245,Jeffrey Lawson,31,CDM,52,24
246,Michael Bradshaw,20,CM,72,24
247,Christopher Davis,26,CAM,27,24
248,Ryan Smith II,31,LM,7,24
249,Daniel Mason,21,RM,96,24
2410,Kevin Adams,31,LW,85,24
2411,Anthony Rush,29,RW,65,24
2412,Joseph Higgins,26,ST,93,24
2413,Paul Charles,25,RB,46,24
2414,Luis Hardy,19,LB,17,24
2415,Paul Grant,34,LW,5,24
251,Jeremy Maxwell,35,GK,32,25
252,Dennis Scott MD,24,CB,85,25
253,Russell Chapman,25,LB,87,25
254,Peter Hull,23,RB,64,25
255,Gary Palmer,33,CDM,23,25
256,Brian Morgan,23,CM,67,25
257,Henry Turner,24,CAM,76,25
258,David Burke,26,LM,62,25
259,Nathan Steele,23,RM,94,25
2510,Antonio Ryan,26,LW,75,25
2511,Jonathan Walker,26,RW,3,25
2512,Donald Bray,20,ST,38,25
2513,Charles Watkins,26,RW,21,25
2514,John Perez,33,RB,2,25
2515,Michael Lewis,19,GK,44,25
261,Robert French,20,GK,74,26
262,Kevin Lin,25,CB,94,26
263,Cameron Mckay,27,LB,66,26
264,Gerald Jones,35,RB,47,26
265,Brian Peterson,35,CDM,83,26
266,Peter Cruz,23,CM,3,26
267,Scott Maddox,20,CAM,10,26
268,Thomas Mendez,23,LM,82,26
269,Alan Anthony,30,RM,91,26
2610,Jason Harrell,30,LW,94,26
2611,Michael Myers,30,RW,7,26
2612,Victor Allen,25,ST,41,26
2613,Paul Smith,27,LW,76,26
2614,Richard Herrera,19,LM,62,26
2615,Christopher Barr,29,LB,41,26
271,Daniel Dennis,29,GK,4,27
272,Michael Morris,29,CB,63,27
273,Jeffrey Olson,28,LB,63,27
274,Joshua Blankenship,31,RB,21,27
275,Timothy Morton,21,CDM,83,27
276,Michael Huffman,31,CM,84,27
277,Bryan Austin,30,CAM,89,27
278,Nathan Gross,24,LM,86,27
279,Christopher Collins,32,RM,70,27
2710,Richard Frank,30,LW,93,27
2711,Christopher Clark,21,RW,72,27
2712,Ian Hammond,26,ST,23,27
2713,Mark Evans,27,CM,88,27
2714,Michael Harmon,26,CB,32,27
2715,Mr. Michael Ramos,30,CM,56,27
281,Andrew Carter,22,GK,17,28
282,Ryan Preston,21,CB,73,28
283,Michael Fischer,31,LB,45,28
284,Jason Williams,23,RB,2,28
285,Jason Williams,20,CDM,42,28
286,David Sanders,35,CM,24,28
287,Scott Greene,33,CAM,35,28
288,Travis Browning,31,LM,53,28
289,Michael Cunningham,30,RM,9,28
2810,Cody Dixon,26,LW,11,28
2811,James Mathews,18,RW,37,28
2812,Kevin Smith,28,ST,80,28
2813,Mr. William Booker,28,RB,97,28
2814,Ronnie Bailey,18,ST,86,28
2815,Christopher Mcpherson,21,RW,41,28
291,Nicholas Brown,31,GK,33,29
292,Matthew West,29,CB,34,29
293,David Ingram,26,LB,29,29
294,Steven Horn,25,RB,44,29
295,Levi Baker,35,CDM,18,29
296,Daniel Cline,19,CM,11,29
297,Jared Shelton,30,CAM,59,29
298,Jordan Martinez,31,LM,70,29
299,Daniel Davis,33,RM,60,29
2910,Jonathan Newman,24,LW,28,29
2911,Brian Simmons,26,RW,76,29
2912,Christopher Davis,19,ST,4,29
2913,Jeffrey Ramos,20,RM,97,29
2914,Todd Rodriguez,28,LB,7,29
2915,Jeff Thompson,30,GK,24,29
301,Timothy White,22,GK,2,30
302,Bill Whitehead,26,CB,36,30
303,Nicholas Hall,21,LB,4,30
304,Paul Wagner,23,RB,81,30
305,Nathan Davis,29,CDM,6,30
306,Jeffrey Berry,31,CM,43,30
307,Jacob Ellis,30,CAM,87,30
308,Zachary Contreras,26,LM,79,30
309,Robert Garcia,26,RM,59,30
3010,Jay Bush,31,LW,90,30
3011,Michael Estrada,28,RW,8,30
3012,Daniel Davis,18,ST,30,30
3013,Timothy Chavez,18,CDM,19,30
3014,Jose Hood,34,CB,1,30
3015,Brandon Tucker,20,RM,34,30
311,Angel Thomas,18,GK,75,31
312,Jerry Rice,18,CB,34,31
313,Christopher Lewis,26,LB,81,31
314,Gabriel Schmitt,30,RB,47,31
315,Shawn Powell,33,CDM,51,31
316,Jeffrey Wade,31,CM,85,31
317,Brian Singleton,22,CAM,61,31
318,Phillip Cummings,24,LM,91,31
319,Zachary Braun,19,RM,63,31
3110,Eric Burgess,25,LW,14,31
3111,James Kelley,21,RW,72,31
3112,Cesar Mckenzie,23,ST,74,31
3113,David Peck,30,RB,11,31
3114,Justin Lopez,28,RM,90,31
3115,Manuel Chan,33,RW,3,31
321,David Brown,34,GK,98,32
322,Joseph Carson,19,CB,98,32
323,Robert West,24,LB,20,32
324,Alexis Avery,27,RB,19,32
325,Kevin Morris,18,CDM,59,32
326,Nicholas Clark,20,CM,46,32
327,Taylor Mendoza,29,CAM,2,32
328,Darren Morton,18,LM,30,32
329,Edward Gomez,32,RM,85,32
3210,Christopher Knight,34,LW,30,32
3211,Dennis Day MD,19,RW,41,32
3212,Edgar Graham,35,ST,3,32
3213,Peter York,21,CM,87,32
3214,Trevor Curtis,31,LB,71,32
3215,Dr. Robert Molina,22,CDM,51,32
