200,Mark Miller,63692.29,Security,2
201,Jay Jackson,60009.05,Security,2
202,Abigail Hughes,41769.7,Security,2
203,Sheryl Sharp,63904.87,Security,2
204,Krystal Carlson,65244.18,Security,2
205,Toni Mcmahon,45779.44,Security,2
206,Melanie Sanchez,65328.49,Security,2
207,Mike Riddle,47401.12,Security,2
208,Michael Salinas,47824.98,Security,2
209,Christina Robinson,64988.53,Security,2
210,Jamie Bennett,67365.65,Security,2
211,Kendra Hall,44696.33,Security,2
212,Jake Singh,61403.01,Security,2
213,Megan Blair,68597.56,Security,2
214,Sara Ramirez MD,60308.8,Security,2
215,Ashley Vincent,55696.54,Security,2
216,Cynthia Bell,49628.08,Security,2
217,Ashley Simpson,47828.18,Security,2
218,John Lewis,40994.87,Security,2
219,Roger Vincent,55136.16,Security,2
220,Denise Levy,48111.15,Security,2
221,John Ibarra,67716.46,Security,2
222,Stephen Gibson,55958.74,Security,2
223,Hannah Stevenson,54616.31,Security,2
224,Brady Lopez,53629.75,Security,2
225,Jason Davis,55191.59,Security,2
226,Lindsay Collins,46992.48,Security,2
227,Stephen Butler,55260.04,Security,2
228,Brittney Morales,67810.71,Security,2
229,Joseph Santiago,53716.19,Security,2
230,William Jones,51613.24,Security,2
231,Sean Cohen,39914.42,Concessions,2
232,Crystal Franco,49346.91,Concessions,2
233,Jessica Bond,33686.48,Concessions,2
234,Martin Lee,37035.37,Concessions,2
235,Kristen Brown,47637.87,Concessions,2
236,Glen Bailey,44989.31,Concessions,2
237,Katrina Ellison,42666.61,Concessions,2
238,Kristin Freeman,43495.95,Concessions,2
239,John Donovan MD,40132.55,Concessions,2
240,Ms. Jenny Willis,48180.51,Concessions,2
241,John Williams,49316.4,Concessions,2
242,David Lindsey,49364.09,Concessions,2
243,Stephanie Avery,31110.99,Concessions,2
244,Kevin Zimmerman,39995.77,Concessions,2
245,Lindsey Martin,31833.22,Concessions,2
246,Sherri Hunter,32305.78,Concessions,2
247,Ryan Perez,41293.23,Concessions,2
248,Rachel Grant,42193.04,Concessions,2
249,Katie Moreno,46857.1,Concessions,2
250,Tanya Cummings,34801.53,Concessions,2
251,Ryan Hernandez,45109.26,Concessions,2
252,Mckenzie Gibson,39564.93,Concessions,2
253,Ronald Burns,46779.47,Concessions,2
254,Richard Reid,42759.88,Concessions,2
255,John Garrison,32647.53,Concessions,2
256,Kelly Hunter,46338.87,Concessions,2
257,Carl Sullivan,30728.69,Concessions,2
258,Karen Stewart,33620.33,Concessions,2
259,Jeanette Adams,35018.91,Concessions,2
260,Kristin Hunter,40663.48,Concessions,2
261,Steven Khan,49908.02,Concessions,2
262,Amy Powell,43952.64,Concessions,2
263,Natalie Ruiz,41678.1,Concessions,2
264,Kristy Hicks,42369.85,Concessions,2
265,Mr. Jeffrey Dickerson,36755.86,Concessions,2
266,Linda Alvarez,43203.35,Concessions,2
267,Joel Holder,35120.33,Concessions,2
268,Jimmy Wilcox,31791.67,Concessions,2
269,Natalie Ward,39974.92,Concessions,2
270,Joe Smith,49898.5,Concessions,2
271,Mr. Raymond Jones,35231.19,Concessions,2
272,Casey Graham,42303.31,Concessions,2
273,Mike Hill,43484.02,Concessions,2
274,Jody Soto,32670.11,Concessions,2
275,Brandon Cook,31126.89,Concessions,2
276,Andrew Flores,40769.61,Concessions,2
277,Ashley Guzman,30366.73,Concessions,2
278,Jenna Ellis,47017.63,Concessions,2
279,Jasmine Beck,48614.03,Concessions,2
280,Zachary Irwin,42714.81,Concessions,2
281,Anna Santiago,45618.73,Concessions,2
282,Sonya Romero,34009.84,Concessions,2
283,Victoria Ramirez,46119.33,Concessions,2
284,Philip Bright,35742.38,Concessions,2
285,Daniel Orr,41560.13,Concessions,2
286,Henry Rivera,37048.55,Concessions,2
287,Sergio Lloyd,43768.84,Concessions,2
288,Grace Fernandez,44561.35,Concessions,2
289,Brian Edwards,49924.93,Concessions,2
290,Alicia Hutchinson,37511.49,Concessions,2
291,Douglas Williams,47764.52,Concessions,2
292,Tamara Morrison,41678.18,Concessions,2
293,Jared Henderson,32802.55,Concessions,2
294,Anita Black,47007.45,Concessions,2
295,Walter Decker,33319.71,Concessions,2
296,Adam Roberts,49340.32,Concessions,2
297,Marcia Williams,41672.17,Concessions,2
298,Alexander Collins,42574.88,Concessions,2
299,Jennifer Bradford,42422.8,Concessions,2
300,Lori Lee,37055.68,Concessions,2
301,Jason Ramirez,34136.1,Concessions,2
302,Walter Sullivan,45147.61,Concessions,2
303,Nancy Greer,31616.58,Concessions,2
304,Maurice Perkins,44398.99,Concessions,2
305,Allison Scott,41687.43,Concessions,2
306,Nichole Guzman,38847.31,Concessions,2
307,Eric Snyder,47042.5,Concessions,2
308,Luis Riggs,43733.26,Concessions,2
309,Roger Harris,42985.79,Concessions,2
310,Amanda Davis,36686.99,Concessions,2
311,Mark Bishop,48297.09,Concessions,2
312,Aaron Cabrera,41242.41,Concessions,2
313,Chase Roach,32445.11,Concessions,2
314,Stephanie Mullins,49005.05,Concessions,2
315,Valerie Mahoney,48915.4,Concessions,2
316,Hailey Miller,33658.84,Concessions,2
317,Chad Kelly,32568.32,Concessions,2
318,John West,34554.83,Concessions,2
319,Candace Walker,30118.69,Concessions,2
320,Alec Johnson,42701.17,Concessions,2
321,William Davies,39188.41,Concessions,2
322,Kayla Ward,36588.49,Concessions,2
323,Mrs. Natasha Acosta,41521.02,Concessions,2
324,Charles Fox,47901.94,Concessions,2
325,Christina Mendez,31579.11,Concessions,2
326,James Decker,42651.05,Concessions,2
327,Shawn Madden,42572.16,Concessions,2
328,Allison Jones,46029.61,Concessions,2
329,Carrie Gregory,34616.11,Concessions,2
330,Mr. Cameron Smith DVM,37552.44,Concessions,2
331,Patrick Murphy,85552.92,Technical,2
332,Victoria Carson,85334.64,Technical,2
333,Rachel Bailey,81500.76,Technical,2
334,Angela Blair,92137.96,Technical,2
335,Laura Peters,83878.35,Technical,2
336,Edward Nunez,82769.39,Technical,2
337,Alexis Holloway,94469.86,Technical,2
338,Daniel Bowers,80656.39,Technical,2
339,Rachel Blake,90347.73,Technical,2
340,John Wright,81042.87,Technical,2
341,Angela Henry,47102.83,Groundskeeping,2
342,Tiffany Graham,46156.83,Groundskeeping,2
343,Rhonda Wilkerson,51152.14,Groundskeeping,2
344,Megan Little,51300.93,Groundskeeping,2
345,Danny Hayes,57864.75,Groundskeeping,2
346,Kristen Mack,54712.21,Groundskeeping,2
347,Robert Bailey,53938.37,Groundskeeping,2
348,Cynthia Allen,57832.47,Groundskeeping,2
349,Maria Jones,49565.06,Groundskeeping,2
350,Elizabeth Byrd,58921.98,Groundskeeping,2
351,Chloe Hoover,51443.5,Groundskeeping,2
352,Carol Bishop,45474.61,Groundskeeping,2
353,Michele Young,55825.71,Groundskeeping,2
354,Evelyn Robinson,51496.42,Groundskeeping,2
355,Samuel Simpson,55713.39,Groundskeeping,2
356,David Buchanan,79889.89,Administration,2
357,Sean Aguirre,79858.09,Administration,2
358,Lisa French,74609.03,Administration,2
359,Nathan Galvan,79440.76,Administration,2
360,Kathleen Snyder,69966.26,Administration,2
361,Lynn Horton,76671.0,Referee,3
362,Lauren Marquez,91330.5,Referee,3
363,Carl Mejia,74698.72,Referee,3
364,Brandon Vasquez,51853.62,Announcer,3
365,Diane Webb,50222.64,Announcer,3
366,Dr. Ashley Snyder,114841.3,Doctor,3
367,Dr. Manuel Macdonald,284261.94,Doctor,3
368,Dr. Kelly Sanders,197666.3,Doctor,3
369,Dr. William Murphy,288400.32,Doctor,3
370,Dr. Kristen Nelson,251796.37,Doctor,3
371,Brittney Sims,65822.28,Security,3
372,Benjamin Hicks,55475.66,Security,3
373,Connie Schneider,53525.4,Security,3
374,Stephanie Hogan,61314.11,Security,3
375,William Bender,56777.22,Security,3
376,Krista Brown,65239.44,Security,3
377,Maria Gross,55876.74,Security,3
378,Mckenzie Williams,53682.26,Security,3
379,Rachel Houston,54719.75,Security,3
380,Nicole Gonzalez,69847.19,Security,3
381,Claire Powers,62415.81,Security,3
382,Mark Mullins,60206.55,Security,3
383,Benjamin Rodriguez,42785.2,Security,3
384,Luis Livingston,53847.74,Security,3
385,Nicole Rose,45059.89,Security,3
386,Douglas Robertson,44904.11,Security,3
387,Karen Johnson,51531.44,Security,3
388,Charles Garcia,60491.69,Security,3
389,James Garza,59422.08,Security,3
390,Christina Jackson,62343.66,Security,3
391,Deanna Anderson,65333.1,Security,3
392,Christina Kennedy,51296.35,Security,3
393,Kenneth Williams,53962.61,Security,3
394,Jenna Hernandez,54842.56,Security,3
395,Tiffany Daugherty,50735.8,Security,3
396,Isaac Vasquez,64680.84,Security,3
397,Mr. Bryan Rogers,64769.56,Security,3
398,Christopher Spears,59179.8,Security,3
399,Amy Torres,53885.61,Security,3
400,Robert Moore,59033.64,Security,3
401,Kimberly House,63266.54,Security,3
402,Olivia Huff,60681.6,Security,3
403,Jonathon Parker,41490.25,Security,3
404,Michael Kelley,53414.29,Security,3
405,Elizabeth Wood,62173.83,Security,3
406,Kevin Green,61728.67,Security,3
407,Michael Gomez,65573.06,Security,3
408,Angela Caldwell,55204.36,Security,3
409,Cheryl Hill,43755.47,Security,3
410,Michael Parker,58407.61,Security,3
411,Leslie Garcia,49519.39,Concessions,3
412,Stephanie Pena,38001.33,Concessions,3
413,Stephanie Hudson,42993.6,Concessions,3
414,Matthew Chandler,37884.53,Concessions,3
415,Lisa Johnson,46736.42,Concessions,3
416,Wendy Weiss,35698.23,Concessions,3
417,Jenna Choi,47644.6,Concessions,3
418,Elizabeth Cunningham,48182.53,Concessions,3
419,Charlotte Kim,33630.29,Concessions,3
420,Gerald Garcia,35570.47,Concessions,3
421,Christy Snyder,48986.63,Concessions,3
422,Alan Washington,42859.75,Concessions,3
423,Gina Thomas,34193.93,Concessions,3
424,Marissa Fox,39560.02,Concessions,3
425,Holly Cox,47216.57,Concessions,3
426,Nicole Miller,39268.35,Concessions,3
427,Sandra Thomas,31075.25,Concessions,3
428,Stephen Smith,41975.14,Concessions,3
429,Tina Lewis,46107.11,Concessions,3
430,Emily Moreno,42086.02,Concessions,3
431,Charles Rasmussen,49837.79,Concessions,3
432,Marvin Potter,36005.8,Concessions,3
433,Terry Parsons,42843.54,Concessions,3
434,Victoria Mitchell,30806.69,Concessions,3
435,Amy Jackson,35271.09,Concessions,3
436,Chelsea Howell,40198.25,Concessions,3
437,Erin Murray,48114.85,Concessions,3
438,Matthew Carter PhD,38291.17,Concessions,3
439,Rebecca Guzman,38627.83,Concessions,3
440,Sonya Archer,38167.3,Concessions,3
441,Scott Anderson,40013.63,Concessions,3
442,Cathy Barnes,31806.08,Concessions,3
443,Adrian Hughes,31573.03,Concessions,3
444,Ashley Jackson,42800.84,Concessions,3
445,Amber Butler,47972.28,Concessions,3
446,Christina Wilson,33325.55,Concessions,3
447,Dylan Mcdonald,33124.3,Concessions,3
448,Tracy Whitaker,30622.72,Concessions,3
449,William Schmidt,35187.64,Concessions,3
450,Kathleen Marshall,41909.47,Concessions,3
451,Travis Thomas,46967.34,Concessions,3
452,William Patel,43620.07,Concessions,3
453,Gary Rodriguez,45549.34,Concessions,3
454,Dawn Ortega,38260.29,Concessions,3
455,Lisa Harris,43946.18,Concessions,3
456,Christopher Williams,42181.61,Concessions,3
457,Angela Patterson,44061.54,Concessions,3
458,Angel Bailey,44722.99,Concessions,3
459,Tyler Case,40023.86,Concessions,3
460,Mark Briggs,38558.29,Concessions,3
461,Katie Cherry,33863.81,Concessions,3
462,Lauren Foster,43449.05,Concessions,3
463,Scott Skinner,47043.57,Concessions,3
464,Jessica Frazier,49098.01,Concessions,3
465,Amanda Johnson,45925.73,Concessions,3
466,Jaclyn Dixon,39873.83,Concessions,3
467,Marc Johnson,35360.95,Concessions,3
468,Jesse Leblanc,31981.55,Concessions,3
469,Christopher Becker,35228.84,Concessions,3
470,Richard Smith,47254.05,Concessions,3
471,Deanna Mckinney,49980.07,Concessions,3
472,Kimberly Kim,42570.96,Concessions,3
473,Nathan Andrews,42031.65,Concessions,3
474,Diana Chang,37065.82,Concessions,3
475,Michael Hill,36455.85,Concessions,3
476,John Newman,35745.26,Concessions,3
477,Darrell Thomas,39823.59,Concessions,3
478,Nicholas Vaughn MD,42815.44,Concessions,3
479,Nicole Hudson,43577.92,Concessions,3
480,Allen Turner,47003.96,Concessions,3
481,Elizabeth Johnson,46988.56,Concessions,3
482,Melissa Acosta,37092.42,Concessions,3
483,Phyllis Hernandez,38910.37,Concessions,3
484,Marissa Watson,47425.63,Concessions,3
485,David Lyons DDS,48742.48,Concessions,3
486,Brenda Rich,33080.92,Concessions,3
487,David Dudley,44845.84,Concessions,3
488,George Phelps,36439.72,Concessions,3
489,Lisa Jimenez,42718.54,Concessions,3
490,Rachel Scott,32281.02,Concessions,3
491,Eric Phillips,46178.61,Concessions,3
492,Brian Mitchell,36283.22,Concessions,3
493,Brian Daniel,45232.99,Concessions,3
494,Mrs. Maria Robinson,46734.08,Concessions,3
495,Breanna Salas,42273.46,Concessions,3
496,Cynthia Foley,36220.49,Concessions,3
497,Maria Shields,37658.18,Concessions,3
498,Kaitlyn Myers,49772.13,Concessions,3
499,John Smith,36835.66,Concessions,3
500,Calvin Villanueva,32018.26,Concessions,3
501,Scott Oneal,36233.16,Concessions,3
502,Amber Hunt,48927.65,Concessions,3
503,Elizabeth Skinner,34517.04,Concessions,3
504,Nicholas Savage,34839.58,Concessions,3
505,James Brown,32790.76,Concessions,3
506,Alexander Cook,33662.99,Concessions,3
507,Hannah Fisher,43295.34,Concessions,3
508,Paul Blair,47399.94,Concessions,3
509,Jonathan Thomas,38684.7,Concessions,3
510,Leah Snyder,49907.43,Concessions,3
511,Margaret Jones,89052.3,Technical,3
512,Virginia Douglas,91972.7,Technical,3
513,Austin Phelps,85852.63,Technical,3
514,Shannon Campbell,88789.53,Technical,3
515,Joshua Baxter,87802.13,Technical,3
516,Daniel Long,85881.57,Technical,3
517,Sean Moore,89181.74,Technical,3
518,Cheryl Holt,84146.87,Technical,3
519,Alexis Harmon,86929.84,Technical,3
520,Carla Lewis,81882.84,Technical,3
521,Janice Stanton,56963.12,Groundskeeping,3
522,Justin Hoover,45763.19,Groundskeeping,3
523,Kevin Humphrey,55546.68,Groundskeeping,3
524,Crystal Rose,53488.21,Groundskeeping,3
525,Allen Osborn,41248.68,Groundskeeping,3
526,Lori Navarro,54407.31,Groundskeeping,3
527,Mark Hopkins,50102.29,Groundskeeping,3
528,Shannon Flores,54180.62,Groundskeeping,3
529,Cindy Walker,59970.3,Groundskeeping,3
530,Eric Obrien,41356.84,Groundskeeping,3
531,Angela Walker,58304.17,Groundskeeping,3
532,James Jones,41551.71,Groundskeeping,3
533,Steven Williams,44900.17,Groundskeeping,3
534,Jessica Wiley,46444.68,Groundskeeping,3
535,Brenda Bailey,58556.19,Groundskeeping,3
536,Michael Butler,75464.82,Administration,3
537,William Yang,72357.34,Administration,3
538,Lauren Stone,79570.59,Administration,3
539,Susan Pollard,83449.69,Administration,3
540,Willie White,76038.59,Administration,3
541,Tammy Barajas,82285.0,Referee,4
542,Sonya Lowery,79311.04,Referee,4
543,Sean Cobb,71260.61,Referee,4
544,Brenda Smith,69226.48,Announcer,4
545,Scott Murray,52557.85,Announcer,4
546,Dr. Michael Davis,156706.0,Doctor,4
547,Dr. Anthony Foster,189687.4,Doctor,4
548,Dr. Lisa Bowen,290059.05,Doctor,4
549,Dr. Patrick Church,258059.39,Doctor,4
550,Dr. Angel Richards,297411.75,Doctor,4
551,Walter Parks,55396.2,Security,4
552,Jessica Gonzalez,50524.8,Security,4
553,Jonathan Everett,57408.72,Security,4
554,Scott Hoffman,54343.0,Security,4
555,Dana Johnson,45867.57,Security,4
556,James Lang,56455.65,Security,4
557,Jean Obrien,67900.64,Security,4
558,Kyle Bullock,69227.3,Security,4
559,Justin Frazier,57952.86,Security,4
560,Joyce Jones,46569.07,Security,4
561,Jacob Keller,69825.04,Security,4
562,Anthony Smith,57539.13,Security,4
563,Kyle Johnson,67653.06,Security,4
564,Kelly Gibbs,58970.19,Security,4
565,Derek Ballard,53287.7,Security,4
566,Daniel Hawkins,68034.92,Security,4
567,Christine Clay,52268.21,Security,4
568,Allen Martinez,58820.7,Security,4
569,Laura Payne,64430.77,Security,4
570,Thomas Jones,46100.89,Security,4
571,Sheri King,44625.26,Security,4
572,Colleen Farley,49870.08,Security,4
573,Andrea Rogers,62886.49,Security,4
574,Elaine Mcconnell,45497.87,Security,4
575,Kenneth Weaver,55812.49,Security,4
576,Gregory Johnston,56509.18,Security,4
577,Lisa Clark,50397.36,Security,4
578,Marvin Haynes,51698.14,Security,4
579,Benjamin Moran,66553.71,Security,4
580,Benjamin Miller,60400.01,Security,4
581,William Moore,57433.25,Security,4
582,Monica Smith,54662.76,Security,4
583,Johnathan Ferrell,53024.54,Security,4
584,Dwayne Lee,45139.08,Security,4
585,Michael Sandoval,42806.12,Security,4
586,Connie Ferguson,47656.73,Security,4
587,Janice Graham,64964.45,Security,4
588,Christopher Wade,52042.28,Security,4
589,Jason Brown,50309.79,Security,4
590,Tom Thompson,53735.2,Security,4
591,Alicia Young,37838.95,Concessions,4
592,James Mccoy,34377.13,Concessions,4
593,Sarah Schneider,44061.59,Concessions,4
594,Corey Rogers,45857.89,Concessions,4
595,Heather Stevens,47944.39,Concessions,4
596,Teresa Reyes,31182.81,Concessions,4
597,Dr. Christopher Johnson Jr.,30011.19,Concessions,4
598,Joel Montoya,36311.1,Concessions,4
599,Aaron Thomas,31934.71,Concessions,4
600,Bruce Hart,42750.05,Concessions,4
601,Anthony Lopez,47242.35,Concessions,4
602,Philip Hamilton,41167.66,Concessions,4
603,Lee Watson,31523.46,Concessions,4
604,Benjamin Martinez,44199.35,Concessions,4
605,Ashley Reed,48376.88,Concessions,4
606,Alejandra Baker,40603.46,Concessions,4
607,Scott Ramos,30895.93,Concessions,4
608,William Rivera,38062.03,Concessions,4
609,Vickie Bowman,48207.94,Concessions,4
610,Sara Walsh,41831.86,Concessions,4
611,Shannon Mendoza,40179.19,Concessions,4
612,Jeffrey Serrano,40454.43,Concessions,4
613,Daniel Klein,48109.54,Concessions,4
614,Anna Harper,48940.79,Concessions,4
615,William Simpson,43197.37,Concessions,4
616,Clifford Peterson,46324.53,Concessions,4
617,Anna Jones,40611.96,Concessions,4
618,Maria Wheeler,36108.68,Concessions,4
619,Thomas Lindsey,42457.27,Concessions,4
620,Joe Rodriguez,34648.49,Concessions,4
621,Michael Graham,43337.0,Concessions,4
622,Justin Johnson,37493.55,Concessions,4
623,James Vincent,47524.47,Concessions,4
624,Angela Brown,37849.16,Concessions,4
625,Daniel Wallace,35123.4,Concessions,4
626,Debra Mckinney,39893.72,Concessions,4
627,Joshua Gallegos,33858.44,Concessions,4
628,Michelle Stevens,40994.93,Concessions,4
629,Cody Evans,46422.24,Concessions,4
630,Joshua Smith,45646.72,Concessions,4
631,James Morris,39436.61,Concessions,4
632,Timothy Watson,37621.94,Concessions,4
633,David Smith,43840.72,Concessions,4
